EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-11-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
4308 ,KORBACH-LENGEFELD                       ,GERMANY                                 ,+51:16:03,+008:49:54, 395
4309 ,BAINDT                                  ,GERMANY                                 ,+47:50:31,+009:39:42, 467
4310 ,KRONACH                                 ,GERMANY                                 ,+50:15:12,+011:19:19, 312
4311 ,KRUMBACH-EDENHAUSEN                     ,GERMANY                                 ,+48:15:06,+010:25:03, 520
4312 ,KUKELS                                  ,GERMANY                                 ,+53:54:11,+010:14:13,  35
4313 ,KUMMERSBRUCK                            ,GERMANY                                 ,+49:25:44,+011:54:07, 417
4314 ,KUNZELSAU                               ,GERMANY                                 ,+49:16:50,+009:41:36, 225
4315 ,KULMBACH                                ,GERMANY                                 ,+50:06:05,+011:27:02, 330
4316 ,KUMHAUSEN                               ,GERMANY                                 ,+48:30:48,+012:09:10, 436
4317 ,KUSEL-FUNFBIRKEN                        ,GERMANY                                 ,+49:33:37,+007:24:51, 296
4318 ,KYRITZ                                  ,GERMANY                                 ,+52:56:17,+012:24:38,  40
4319 ,LAAGE (FLUGPLATZ)                       ,GERMANY                                 ,+53:55:00,+012:16:59,  40
4320 ,MERKLINGEN                              ,GERMANY                                 ,+48:30:47,+009:45:56, 685
4321 ,LAMSPRINGE                              ,GERMANY                                 ,+51:57:42,+010:01:00, 214
4322 ,LANDSBERG (FLUGPLATZ)                   ,GERMANY                                 ,+48:04:36,+010:54:52, 621
4323 ,LANDSBERG/LECH                          ,GERMANY                                 ,+48:02:08,+010:52:19, 602
4324 ,LANDSHUT                                ,GERMANY                                 ,+48:32:12,+012:06:52, 393
4325 ,BAMBERG-ALTENBURG                       ,GERMANY                                 ,+49:52:54,+010:52:14, 382
4327 ,BAMBERG (STERNWARTE)                    ,GERMANY                                 ,+49:53:08,+010:53:22, 282
4328 ,LANGENLIPSDORF                          ,GERMANY                                 ,+51:55:06,+013:05:20,  91
4329 ,BAD LANGENSALZA                         ,GERMANY                                 ,+51:07:06,+010:39:29, 175
4330 ,LANGEOOG                                ,GERMANY                                 ,+53:44:45,+007:28:41,   5
4331 ,LATHEN                                  ,GERMANY                                 ,+52:50:49,+007:20:58,  15
4332 ,BAD LAUCHSTADT                          ,GERMANY                                 ,+51:23:33,+011:52:48, 119
4333 ,LAUDA-KONIGSHOFEN-GERLACHSHEIM          ,GERMANY                                 ,+49:34:45,+009:42:55, 199
4334 ,LAUPHEIM                                ,GERMANY                                 ,+48:13:05,+009:54:34, 539
4335 ,BARGISCHOW-GNEVEZIN                     ,GERMANY                                 ,+53:50:33,+013:45:24,   3
4336 ,LECHFELD                                ,GERMANY                                 ,+48:11:11,+010:51:02, 550
4337 ,LECK (A)                                ,GERMANY                                 ,+54:46:36,+008:58:54,   5
4338 ,LECK                                    ,GERMANY                                 ,+54:47:33,+008:56:57,   7
4339 ,LEHBEK                                  ,GERMANY                                 ,+54:44:36,+009:52:49,   9
4340 ,LEHESTEN/THURINGER WALD                 ,GERMANY                                 ,+50:28:59,+011:27:00, 640
4341 ,LEIBLFING                               ,GERMANY                                 ,+48:45:59,+012:30:48, 365
4342 ,LEINAU                                  ,GERMANY                                 ,+47:54:45,+010:36:48, 663
4343 ,LEINEFELDE                              ,GERMANY                                 ,+51:23:07,+010:18:06, 356
4344 ,LEIPZIG-HOLZHAUSEN                      ,GERMANY                                 ,+51:18:59,+012:26:51, 138
4345 ,LENNESTADT-THETEN                       ,GERMANY                                 ,+51:08:04,+008:02:09, 286
4346 ,LENNINGEN-SCHOPFLOCH                    ,GERMANY                                 ,+48:32:26,+009:31:42, 758
4347 ,BARSINGHAUSEN-HOHENBOSTEL               ,GERMANY                                 ,+52:19:15,+009:25:50, 110
4348 ,LENSAHN                                 ,GERMANY                                 ,+54:13:14,+010:53:08,  14
4349 ,LENZEN/ELBE                             ,GERMANY                                 ,+53:06:09,+011:29:16,  20
4350 ,LENZKIRCH-RUHBUHL                       ,GERMANY                                 ,+47:51:38,+008:13:54, 852
4351 ,KOLN-STAMMHEIM                          ,GERMANY                                 ,+50:59:26,+006:58:42,  43
4352 ,LICHTENHAIN-MITTELNDORF                 ,GERMANY                                 ,+50:56:22,+014:12:39, 321
4353 ,BARTH                                   ,GERMANY                                 ,+54:20:26,+012:42:38,   3
4354 ,BAD LIEBENZELL                          ,GERMANY                                 ,+48:46:24,+008:43:46, 352
4355 ,LILIENTAL                               ,GERMANY                                 ,+48:04:05,+007:40:40, 284
4356 ,LIMBURG/LAHN-OFFHEIM                    ,GERMANY                                 ,+50:24:46,+008:03:41, 185
4357 ,LIMBURGERHOF                            ,GERMANY                                 ,+49:24:43,+008:23:56,  96
4358 ,LINDENBERG/ALLGAU                       ,GERMANY                                 ,+47:35:56,+009:53:20, 760
4359 ,LINDENFELS-WINTERKASTEN                 ,GERMANY                                 ,+49:42:46,+008:46:53, 445
4360 ,LINGEN                                  ,GERMANY                                 ,+52:31:09,+007:18:29,  22
4361 ,LIPPSTADT-BOKENFORDE                    ,GERMANY                                 ,+51:38:04,+008:23:43,  92
4362 ,BAD LOBENSTEIN                          ,GERMANY                                 ,+50:27:07,+011:38:00, 500
4363 ,BARUTH                                  ,GERMANY                                 ,+52:03:43,+013:30:10,  55
4364 ,LOHNBERG-OBERSHAUSEN                    ,GERMANY                                 ,+50:33:48,+008:14:24, 230
4365 ,LONINGEN                                ,GERMANY                                 ,+52:43:23,+007:44:49,  22
4366 ,LONINGEN-HAGEL                          ,GERMANY                                 ,+52:44:40,+007:52:37,  27
4367 ,LOHR/MAIN-STEINBACH                     ,GERMANY                                 ,+50:00:41,+009:36:39, 161
4368 ,LORCH/RHEIN                             ,GERMANY                                 ,+50:02:11,+007:49:14, 100
4369 ,LUDWIGSHAFEN-MUNDENHEIM                 ,GERMANY                                 ,+49:27:42,+008:25:32,  95
4370 ,LUBBEN-BLUMENFELDE                      ,GERMANY                                 ,+51:55:41,+013:52:55,  57
4371 ,LUBECK                                  ,GERMANY                                 ,+53:52:44,+010:41:34,  15
4372 ,LUBECK-BLANKENSEE                       ,GERMANY                                 ,+53:48:38,+010:42:24,   5
4373 ,LUBECK-WERFT                            ,GERMANY                                 ,+53:53:48,+010:42:19,   5
4374 ,LUCHOW                                  ,GERMANY                                 ,+52:58:26,+011:08:21,  17
4375 ,LUDENSCHEID (ZEPPELIN-GYMNASIUM)        ,GERMANY                                 ,+51:12:51,+007:38:12, 444
4376 ,LUDENSCHEID                             ,GERMANY                                 ,+51:14:48,+007:38:35, 387
4377 ,LUDINGHAUSEN                            ,GERMANY                                 ,+51:46:14,+007:24:48,  58
4378 ,LUNEBURG                                ,GERMANY                                 ,+53:16:01,+010:25:31,  11
4379 ,LUISENTHAL (TALSPERRE )                 ,GERMANY                                 ,+50:46:03,+010:43:17, 528
4380 ,MAINHARDT-ZIEGELBRONN                   ,GERMANY                                 ,+49:03:55,+009:34:59, 473
4381 ,MAINZ-LERCHENBERG (ZDF)                 ,GERMANY                                 ,+49:58:05,+008:12:42, 195
4382 ,MAISACH-GERNLINDEN                      ,GERMANY                                 ,+48:13:03,+011:17:52, 509
4383 ,MALLERSDORF/NIEDERBAYERN                ,GERMANY                                 ,+48:46:41,+012:15:16, 410
4384 ,KR. BAUTZEN KUBSCHUTZ                   ,GERMANY                                 ,+51:09:42,+014:30:20, 232
4385 ,MANDERSCHEID-SONNENHOF                  ,GERMANY                                 ,+50:06:10,+006:48:07, 413
4386 ,MANSCHNOW                               ,GERMANY                                 ,+52:32:53,+014:32:51,  12
4387 ,VATTERODE-GRAFENSTUHL                   ,GERMANY                                 ,+51:36:34,+011:24:55, 240
4388 ,KR. MARBURG-BIEDENKOPF COLBE            ,GERMANY                                 ,+50:51:01,+008:46:27, 182
4389 ,MARIENBERG                              ,GERMANY                                 ,+50:39:07,+013:08:54, 639
4390 ,BAD MARIENBERG                          ,GERMANY                                 ,+50:39:47,+007:57:34, 547
4391 ,MARIENLEUCHTE                           ,GERMANY                                 ,+54:30:00,+011:13:59,   5
4392 ,MARTINRODA                              ,GERMANY                                 ,+50:44:04,+010:52:59, 430
4393 ,HEINERSREUTH-VOLLHOF                    ,GERMANY                                 ,+49:58:04,+011:31:15, 350
4394 ,MAUTH-FINSTERAU                         ,GERMANY                                 ,+48:56:12,+013:34:41,1004
4395 ,MAYEN                                   ,GERMANY                                 ,+50:19:33,+007:13:50, 230
4396 ,MEERBECK                                ,GERMANY                                 ,+52:20:33,+009:08:29,  60
4397 ,MEERSBURG                               ,GERMANY                                 ,+47:41:57,+009:16:35, 460
4398 ,MEHRINGEN                               ,GERMANY                                 ,+51:43:37,+011:30:45, 107
4399 ,MEINERZHAGEN (A)                        ,GERMANY                                 ,+51:05:56,+007:40:04, 506
4400 ,GARSEBACH BEI MEISSEN                   ,GERMANY                                 ,+51:07:50,+013:26:03, 157
4401 ,MELLE                                   ,GERMANY                                 ,+52:12:20,+008:20:21,  89
4402 ,MEMMINGEN                               ,GERMANY                                 ,+47:58:59,+010:08:21, 615
4403 ,MEMMINGEN (FLUGPLATZ)                   ,GERMANY                                 ,+47:58:59,+010:13:59, 630
4404 ,MENDIG                                  ,GERMANY                                 ,+50:22:00,+007:19:00, 181
4406 ,MEPPEN                                  ,GERMANY                                 ,+52:43:59,+007:19:59,  19
4407 ,BAD-NEUNKIRCHEN MERGENTHEIM             ,GERMANY                                 ,+49:28:41,+009:45:47, 250
4408 ,MESSSTETTEN                             ,GERMANY                                 ,+48:11:04,+008:59:33, 920
4409 ,BECKUM-UNTERBERG                        ,GERMANY                                 ,+51:43:18,+008:03:30, 120
4410 ,METTEN                                  ,GERMANY                                 ,+48:51:20,+012:55:13, 313
4411 ,METZINGEN                               ,GERMANY                                 ,+48:32:18,+009:16:27, 355
4412 ,BEDERKESA                               ,GERMANY                                 ,+53:37:30,+008:49:59,  27
4413 ,MICHELSTADT                             ,GERMANY                                 ,+49:40:12,+009:00:43, 240
4414 ,MICHELSTADT-VIELBRUNN                   ,GERMANY                                 ,+49:43:08,+009:06:02, 453
4415 ,SCHMIERITZ-WELTWITZ                     ,GERMANY                                 ,+50:43:46,+011:47:08, 349
4416 ,MILTENBERG                              ,GERMANY                                 ,+49:42:47,+009:13:36, 128
4417 ,MITTEL-GRUNDAU                          ,GERMANY                                 ,+50:13:46,+009:06:27, 155
